fmun_cod;fmun;ano;mes;mes_ano;regiao;roubo_veiculo;furto_veiculos;recuperacao_veiculos
3300100;Angra dos Reis;2024;1;2024m01;Interior;3;2;2
3300159;Aperibé;2024;1;2024m01;Interior;0;0;0
3300209;Araruama;2024;1;2024m01;Interior;5;10;5
3300225;Areal;2024;1;2024m01;Interior;0;0;0
3300233;Armação dos Búzios;2024;1;2024m01;Interior;1;4;2
3300258;Arraial do Cabo;2024;1;2024m01;Interior;1;1;1
3300308;Barra do Piraí;2024;1;2024m01;Interior;0;0;2
3300407;Barra Mansa;2024;1;2024m01;Interior;2;6;2
3300456;Belford Roxo;2024;1;2024m01;Baixada Fluminense;97;31;46
3300506;Bom Jardim;2024;1;2024m01;Interior;0;1;1
3300605;Bom Jesus do Itabapoana;2024;1;2024m01;Interior;0;1;4
3300704;Cabo Frio;2024;1;2024m01;Interior;5;24;15
3300803;Cachoeiras de Macacu;2024;1;2024m01;Interior;1;2;0
3300902;Cambuci;2024;1;2024m01;Interior;0;0;0
3300936;Carapebus;2024;1;2024m01;Interior;0;0;0
3300951;Comendador Levy Gasparian;2024;1;2024m01;Interior;0;0;0
3301009;Campos dos Goytacazes;2024;1;2024m01;Interior;8;17;13
3301108;Cantagalo;2024;1;2024m01;Interior;0;0;0
3301157;Cardoso Moreira;2024;1;2024m01;Interior;0;0;0
3301207;Carmo;2024;1;2024m01;Interior;0;0;0
3301306;Casimiro de Abreu;2024;1;2024m01;Interior;0;0;1
3301405;Conceição de Macabu;2024;1;2024m01;Interior;1;0;0
3301504;Cordeiro;2024;1;2024m01;Interior;0;0;1
3301603;Duas Barras;2024;1;2024m01;Interior;0;0;0
3301702;Duque de Caxias;2024;1;2024m01;Baixada Fluminense;230;70;151
3301801;Engenheiro Paulo de Frontin;2024;1;2024m01;Interior;0;0;0
3301850;Guapimirim;2024;1;2024m01;Baixada Fluminense;1;3;1
3301876;Iguaba Grande;2024;1;2024m01;Interior;1;3;5
3301900;Itaboraí;2024;1;2024m01;Interior;14;12;10
3302007;Itaguaí;2024;1;2024m01;Baixada Fluminense;16;10;12
3302056;Italva;2024;1;2024m01;Interior;0;0;0
3302106;Itaocara;2024;1;2024m01;Interior;0;0;0
3302205;Itaperuna;2024;1;2024m01;Interior;0;0;0
3302254;Itatiaia;2024;1;2024m01;Interior;0;0;0
3302270;Japeri;2024;1;2024m01;Baixada Fluminense;2;4;4
3302304;Laje do Muriaé;2024;1;2024m01;Interior;0;0;0
3302403;Macaé;2024;1;2024m01;Interior;3;5;4
3302452;Macuco;2024;1;2024m01;Interior;0;0;0
3302502;Magé;2024;1;2024m01;Baixada Fluminense;12;27;5
3302601;Mangaratiba;2024;1;2024m01;Interior;1;8;5
3302700;Maricá;2024;1;2024m01;Grande Niterói;5;17;8
3302809;Mendes;2024;1;2024m01;Interior;0;1;0
3302858;Mesquita;2024;1;2024m01;Baixada Fluminense;21;27;13
3302908;Miguel Pereira;2024;1;2024m01;Interior;0;0;3
3303005;Miracema;2024;1;2024m01;Interior;0;0;0
3303104;Natividade;2024;1;2024m01;Interior;0;0;0
3303203;Nilópolis;2024;1;2024m01;Baixada Fluminense;32;23;8
3303302;Niterói;2024;1;2024m01;Grande Niterói;20;57;21
3303401;Nova Friburgo;2024;1;2024m01;Interior;0;5;8
3303500;Nova Iguaçu;2024;1;2024m01;Baixada Fluminense;126;89;57
3303609;Paracambi;2024;1;2024m01;Baixada Fluminense;4;1;0
3303708;Paraíba do Sul;2024;1;2024m01;Interior;0;1;1
3303807;Paraty;2024;1;2024m01;Interior;1;0;0
3303856;Paty do Alferes;2024;1;2024m01;Interior;0;1;0
3303906;Petrópolis;2024;1;2024m01;Interior;1;7;6
3303955;Pinheiral;2024;1;2024m01;Interior;0;1;1
3304003;Piraí;2024;1;2024m01;Interior;0;6;3
3304102;Porciúncula;2024;1;2024m01;Interior;0;0;0
3304110;Porto Real;2024;1;2024m01;Interior;0;0;1
3304128;Quatis;2024;1;2024m01;Interior;0;0;0
3304144;Queimados;2024;1;2024m01;Baixada Fluminense;6;13;2
3304151;Quissamã;2024;1;2024m01;Interior;1;0;1
3304201;Resende;2024;1;2024m01;Interior;0;3;3
3304300;Rio Bonito;2024;1;2024m01;Interior;3;6;1
3304409;Rio Claro;2024;1;2024m01;Interior;1;0;1
3304508;Rio das Flores;2024;1;2024m01;Interior;0;0;0
3304524;Rio das Ostras;2024;1;2024m01;Interior;3;16;7
3304557;Rio de Janeiro;2024;1;2024m01;Capital;1085;748;623
3304607;Santa Maria Madalena;2024;1;2024m01;Interior;0;0;0
3304706;Santo Antônio de Pádua;2024;1;2024m01;Interior;0;1;1
3304755;São Francisco de Itabapoana;2024;1;2024m01;Interior;0;3;0
3304805;São Fidélis;2024;1;2024m01;Interior;0;1;1
3304904;São Gonçalo;2024;1;2024m01;Grande Niterói;68;87;44
3305000;São João da Barra;2024;1;2024m01;Interior;1;1;1
3305109;São João de Meriti;2024;1;2024m01;Baixada Fluminense;63;41;37
3305133;São José de Ubá;2024;1;2024m01;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2024;1;2024m01;Interior;0;1;1
3305208;São Pedro da Aldeia;2024;1;2024m01;Interior;2;8;2
3305307;São Sebastião do Alto;2024;1;2024m01;Interior;0;0;0
3305406;Sapucaia;2024;1;2024m01;Interior;0;0;0
3305505;Saquarema;2024;1;2024m01;Interior;1;8;3
3305554;Seropédica;2024;1;2024m01;Baixada Fluminense;10;6;8
3305604;Silva Jardim;2024;1;2024m01;Interior;2;0;3
3305703;Sumidouro;2024;1;2024m01;Interior;0;1;1
3305752;Tanguá;2024;1;2024m01;Interior;1;3;4
3305802;Teresópolis;2024;1;2024m01;Interior;0;8;2
3305901;Trajano de Moraes;2024;1;2024m01;Interior;0;0;1
3306008;Três Rios;2024;1;2024m01;Interior;0;1;1
3306107;Valença;2024;1;2024m01;Interior;0;1;1
3306156;Varre-Sai;2024;1;2024m01;Interior;0;0;0
3306206;Vassouras;2024;1;2024m01;Interior;0;0;0
3306305;Volta Redonda;2024;1;2024m01;Interior;5;7;10
3300100;Angra dos Reis;2024;2;2024m02;Interior;0;5;2
3300159;Aperibé;2024;2;2024m02;Interior;0;1;0
3300209;Araruama;2024;2;2024m02;Interior;5;15;7
3300225;Areal;2024;2;2024m02;Interior;0;0;0
3300233;Armação dos Búzios;2024;2;2024m02;Interior;0;1;3
3300258;Arraial do Cabo;2024;2;2024m02;Interior;0;5;2
3300308;Barra do Piraí;2024;2;2024m02;Interior;0;0;0
3300407;Barra Mansa;2024;2;2024m02;Interior;2;11;6
3300456;Belford Roxo;2024;2;2024m02;Baixada Fluminense;100;36;74
3300506;Bom Jardim;2024;2;2024m02;Interior;0;1;0
3300605;Bom Jesus do Itabapoana;2024;2;2024m02;Interior;0;0;0
3300704;Cabo Frio;2024;2;2024m02;Interior;7;21;12
3300803;Cachoeiras de Macacu;2024;2;2024m02;Interior;0;2;0
3300902;Cambuci;2024;2;2024m02;Interior;0;0;0
3300936;Carapebus;2024;2;2024m02;Interior;0;0;0
3300951;Comendador Levy Gasparian;2024;2;2024m02;Interior;0;0;0
3301009;Campos dos Goytacazes;2024;2;2024m02;Interior;6;10;17
3301108;Cantagalo;2024;2;2024m02;Interior;0;1;2
3301157;Cardoso Moreira;2024;2;2024m02;Interior;0;0;0
3301207;Carmo;2024;2;2024m02;Interior;0;0;0
3301306;Casimiro de Abreu;2024;2;2024m02;Interior;0;3;1
3301405;Conceição de Macabu;2024;2;2024m02;Interior;1;1;0
3301504;Cordeiro;2024;2;2024m02;Interior;0;2;0
3301603;Duas Barras;2024;2;2024m02;Interior;0;0;0
3301702;Duque de Caxias;2024;2;2024m02;Baixada Fluminense;266;79;188
3301801;Engenheiro Paulo de Frontin;2024;2;2024m02;Interior;0;0;0
3301850;Guapimirim;2024;2;2024m02;Baixada Fluminense;1;1;1
3301876;Iguaba Grande;2024;2;2024m02;Interior;0;1;1
3301900;Itaboraí;2024;2;2024m02;Interior;21;12;15
3302007;Itaguaí;2024;2;2024m02;Baixada Fluminense;8;11;15
3302056;Italva;2024;2;2024m02;Interior;0;0;1
3302106;Itaocara;2024;2;2024m02;Interior;0;0;1
3302205;Itaperuna;2024;2;2024m02;Interior;0;1;3
3302254;Itatiaia;2024;2;2024m02;Interior;0;0;1
3302270;Japeri;2024;2;2024m02;Baixada Fluminense;6;6;7
3302304;Laje do Muriaé;2024;2;2024m02;Interior;0;0;0
3302403;Macaé;2024;2;2024m02;Interior;2;4;8
3302452;Macuco;2024;2;2024m02;Interior;0;0;0
3302502;Magé;2024;2;2024m02;Baixada Fluminense;3;19;7
3302601;Mangaratiba;2024;2;2024m02;Interior;0;14;7
3302700;Maricá;2024;2;2024m02;Grande Niterói;2;17;6
3302809;Mendes;2024;2;2024m02;Interior;0;0;0
3302858;Mesquita;2024;2;2024m02;Baixada Fluminense;32;17;12
3302908;Miguel Pereira;2024;2;2024m02;Interior;0;0;0
3303005;Miracema;2024;2;2024m02;Interior;0;0;0
3303104;Natividade;2024;2;2024m02;Interior;0;0;0
3303203;Nilópolis;2024;2;2024m02;Baixada Fluminense;16;22;9
3303302;Niterói;2024;2;2024m02;Grande Niterói;16;68;27
3303401;Nova Friburgo;2024;2;2024m02;Interior;0;2;2
3303500;Nova Iguaçu;2024;2;2024m02;Baixada Fluminense;163;103;55
3303609;Paracambi;2024;2;2024m02;Baixada Fluminense;0;0;0
3303708;Paraíba do Sul;2024;2;2024m02;Interior;0;1;0
3303807;Paraty;2024;2;2024m02;Interior;1;0;0
3303856;Paty do Alferes;2024;2;2024m02;Interior;0;1;1
3303906;Petrópolis;2024;2;2024m02;Interior;2;7;8
3303955;Pinheiral;2024;2;2024m02;Interior;0;0;0
3304003;Piraí;2024;2;2024m02;Interior;1;7;1
3304102;Porciúncula;2024;2;2024m02;Interior;0;2;0
3304110;Porto Real;2024;2;2024m02;Interior;0;0;1
3304128;Quatis;2024;2;2024m02;Interior;0;0;0
3304144;Queimados;2024;2;2024m02;Baixada Fluminense;7;9;21
3304151;Quissamã;2024;2;2024m02;Interior;0;1;0
3304201;Resende;2024;2;2024m02;Interior;0;0;2
3304300;Rio Bonito;2024;2;2024m02;Interior;1;10;2
3304409;Rio Claro;2024;2;2024m02;Interior;0;1;2
3304508;Rio das Flores;2024;2;2024m02;Interior;0;0;0
3304524;Rio das Ostras;2024;2;2024m02;Interior;0;15;4
3304557;Rio de Janeiro;2024;2;2024m02;Capital;1207;742;796
3304607;Santa Maria Madalena;2024;2;2024m02;Interior;0;0;0
3304706;Santo Antônio de Pádua;2024;2;2024m02;Interior;0;1;0
3304755;São Francisco de Itabapoana;2024;2;2024m02;Interior;1;2;1
3304805;São Fidélis;2024;2;2024m02;Interior;0;1;0
3304904;São Gonçalo;2024;2;2024m02;Grande Niterói;58;83;38
3305000;São João da Barra;2024;2;2024m02;Interior;0;2;0
3305109;São João de Meriti;2024;2;2024m02;Baixada Fluminense;77;44;61
3305133;São José de Ubá;2024;2;2024m02;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2024;2;2024m02;Interior;0;1;2
3305208;São Pedro da Aldeia;2024;2;2024m02;Interior;8;2;3
3305307;São Sebastião do Alto;2024;2;2024m02;Interior;0;1;1
3305406;Sapucaia;2024;2;2024m02;Interior;0;1;0
3305505;Saquarema;2024;2;2024m02;Interior;6;4;5
3305554;Seropédica;2024;2;2024m02;Baixada Fluminense;10;2;12
3305604;Silva Jardim;2024;2;2024m02;Interior;0;0;0
3305703;Sumidouro;2024;2;2024m02;Interior;0;0;0
3305752;Tanguá;2024;2;2024m02;Interior;3;3;1
3305802;Teresópolis;2024;2;2024m02;Interior;0;2;5
3305901;Trajano de Moraes;2024;2;2024m02;Interior;0;0;0
3306008;Três Rios;2024;2;2024m02;Interior;0;3;2
3306107;Valença;2024;2;2024m02;Interior;0;3;2
3306156;Varre-Sai;2024;2;2024m02;Interior;0;0;0
3306206;Vassouras;2024;2;2024m02;Interior;0;0;0
3306305;Volta Redonda;2024;2;2024m02;Interior;2;6;10
3300100;Angra dos Reis;2023;1;2023m01;Interior;3;7;1
3300159;Aperibé;2023;1;2023m01;Interior;0;0;0
3300209;Araruama;2023;1;2023m01;Interior;3;6;5
3300225;Areal;2023;1;2023m01;Interior;0;0;0
3300233;Armação dos Búzios;2023;1;2023m01;Interior;0;7;0
3300258;Arraial do Cabo;2023;1;2023m01;Interior;0;1;1
3300308;Barra do Piraí;2023;1;2023m01;Interior;0;0;0
3300407;Barra Mansa;2023;1;2023m01;Interior;2;6;10
3300456;Belford Roxo;2023;1;2023m01;Baixada Fluminense;91;44;48
3300506;Bom Jardim;2023;1;2023m01;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2023;1;2023m01;Interior;0;0;0
3300704;Cabo Frio;2023;1;2023m01;Interior;5;15;2
3300803;Cachoeiras de Macacu;2023;1;2023m01;Interior;0;2;0
3300902;Cambuci;2023;1;2023m01;Interior;0;0;0
3300936;Carapebus;2023;1;2023m01;Interior;1;0;0
3300951;Comendador Levy Gasparian;2023;1;2023m01;Interior;0;0;0
3301009;Campos dos Goytacazes;2023;1;2023m01;Interior;5;16;19
3301108;Cantagalo;2023;1;2023m01;Interior;0;0;0
3301157;Cardoso Moreira;2023;1;2023m01;Interior;0;0;0
3301207;Carmo;2023;1;2023m01;Interior;0;0;0
3301306;Casimiro de Abreu;2023;1;2023m01;Interior;2;4;1
3301405;Conceição de Macabu;2023;1;2023m01;Interior;0;0;0
3301504;Cordeiro;2023;1;2023m01;Interior;0;0;0
3301603;Duas Barras;2023;1;2023m01;Interior;0;1;0
3301702;Duque de Caxias;2023;1;2023m01;Baixada Fluminense;190;93;153
3301801;Engenheiro Paulo de Frontin;2023;1;2023m01;Interior;0;0;0
3301850;Guapimirim;2023;1;2023m01;Baixada Fluminense;4;1;3
3301876;Iguaba Grande;2023;1;2023m01;Interior;2;1;2
3301900;Itaboraí;2023;1;2023m01;Interior;27;16;14
3302007;Itaguaí;2023;1;2023m01;Baixada Fluminense;4;13;10
3302056;Italva;2023;1;2023m01;Interior;0;0;0
3302106;Itaocara;2023;1;2023m01;Interior;0;0;0
3302205;Itaperuna;2023;1;2023m01;Interior;1;0;2
3302254;Itatiaia;2023;1;2023m01;Interior;0;2;1
3302270;Japeri;2023;1;2023m01;Baixada Fluminense;7;4;2
3302304;Laje do Muriaé;2023;1;2023m01;Interior;0;0;0
3302403;Macaé;2023;1;2023m01;Interior;11;14;7
3302452;Macuco;2023;1;2023m01;Interior;0;0;2
3302502;Magé;2023;1;2023m01;Baixada Fluminense;9;17;6
3302601;Mangaratiba;2023;1;2023m01;Interior;3;9;3
3302700;Maricá;2023;1;2023m01;Grande Niterói;3;22;2
3302809;Mendes;2023;1;2023m01;Interior;0;0;0
3302858;Mesquita;2023;1;2023m01;Baixada Fluminense;28;16;8
3302908;Miguel Pereira;2023;1;2023m01;Interior;0;0;0
3303005;Miracema;2023;1;2023m01;Interior;0;1;1
3303104;Natividade;2023;1;2023m01;Interior;0;0;0
3303203;Nilópolis;2023;1;2023m01;Baixada Fluminense;7;20;8
3303302;Niterói;2023;1;2023m01;Grande Niterói;14;58;22
3303401;Nova Friburgo;2023;1;2023m01;Interior;0;5;3
3303500;Nova Iguaçu;2023;1;2023m01;Baixada Fluminense;113;66;38
3303609;Paracambi;2023;1;2023m01;Baixada Fluminense;0;0;1
3303708;Paraíba do Sul;2023;1;2023m01;Interior;0;0;0
3303807;Paraty;2023;1;2023m01;Interior;2;8;2
3303856;Paty do Alferes;2023;1;2023m01;Interior;0;0;0
3303906;Petrópolis;2023;1;2023m01;Interior;0;14;9
3303955;Pinheiral;2023;1;2023m01;Interior;2;0;0
3304003;Piraí;2023;1;2023m01;Interior;0;0;2
3304102;Porciúncula;2023;1;2023m01;Interior;0;0;0
3304110;Porto Real;2023;1;2023m01;Interior;0;1;1
3304128;Quatis;2023;1;2023m01;Interior;0;0;0
3304144;Queimados;2023;1;2023m01;Baixada Fluminense;5;12;6
3304151;Quissamã;2023;1;2023m01;Interior;1;1;1
3304201;Resende;2023;1;2023m01;Interior;0;1;4
3304300;Rio Bonito;2023;1;2023m01;Interior;0;6;3
3304409;Rio Claro;2023;1;2023m01;Interior;1;1;0
3304508;Rio das Flores;2023;1;2023m01;Interior;0;0;0
3304524;Rio das Ostras;2023;1;2023m01;Interior;5;8;10
3304557;Rio de Janeiro;2023;1;2023m01;Capital;1063;689;671
3304607;Santa Maria Madalena;2023;1;2023m01;Interior;0;0;0
3304706;Santo Antônio de Pádua;2023;1;2023m01;Interior;0;0;1
3304755;São Francisco de Itabapoana;2023;1;2023m01;Interior;1;1;2
3304805;São Fidélis;2023;1;2023m01;Interior;0;1;1
3304904;São Gonçalo;2023;1;2023m01;Grande Niterói;100;109;57
3305000;São João da Barra;2023;1;2023m01;Interior;0;7;1
3305109;São João de Meriti;2023;1;2023m01;Baixada Fluminense;87;42;33
3305133;São José de Ubá;2023;1;2023m01;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2023;1;2023m01;Interior;0;0;1
3305208;São Pedro da Aldeia;2023;1;2023m01;Interior;1;5;3
3305307;São Sebastião do Alto;2023;1;2023m01;Interior;0;0;0
3305406;Sapucaia;2023;1;2023m01;Interior;0;0;1
3305505;Saquarema;2023;1;2023m01;Interior;2;7;3
3305554;Seropédica;2023;1;2023m01;Baixada Fluminense;4;7;2
3305604;Silva Jardim;2023;1;2023m01;Interior;1;1;2
3305703;Sumidouro;2023;1;2023m01;Interior;0;0;2
3305752;Tanguá;2023;1;2023m01;Interior;0;1;1
3305802;Teresópolis;2023;1;2023m01;Interior;1;6;2
3305901;Trajano de Moraes;2023;1;2023m01;Interior;0;0;0
3306008;Três Rios;2023;1;2023m01;Interior;0;0;2
3306107;Valença;2023;1;2023m01;Interior;0;2;0
3306156;Varre-Sai;2023;1;2023m01;Interior;0;0;1
3306206;Vassouras;2023;1;2023m01;Interior;0;0;0
3306305;Volta Redonda;2023;1;2023m01;Interior;2;12;7
3300100;Angra dos Reis;2023;2;2023m02;Interior;0;1;2
3300159;Aperibé;2023;2;2023m02;Interior;0;0;0
3300209;Araruama;2023;2;2023m02;Interior;3;8;6
3300225;Areal;2023;2;2023m02;Interior;1;0;1
3300233;Armação dos Búzios;2023;2;2023m02;Interior;1;1;2
3300258;Arraial do Cabo;2023;2;2023m02;Interior;1;8;3
3300308;Barra do Piraí;2023;2;2023m02;Interior;0;1;1
3300407;Barra Mansa;2023;2;2023m02;Interior;1;6;10
3300456;Belford Roxo;2023;2;2023m02;Baixada Fluminense;82;37;33
3300506;Bom Jardim;2023;2;2023m02;Interior;0;0;1
3300605;Bom Jesus do Itabapoana;2023;2;2023m02;Interior;0;0;0
3300704;Cabo Frio;2023;2;2023m02;Interior;3;22;10
3300803;Cachoeiras de Macacu;2023;2;2023m02;Interior;1;1;3
3300902;Cambuci;2023;2;2023m02;Interior;0;0;0
3300936;Carapebus;2023;2;2023m02;Interior;1;1;0
3300951;Comendador Levy Gasparian;2023;2;2023m02;Interior;0;0;0
3301009;Campos dos Goytacazes;2023;2;2023m02;Interior;7;15;15
3301108;Cantagalo;2023;2;2023m02;Interior;0;1;1
3301157;Cardoso Moreira;2023;2;2023m02;Interior;0;0;0
3301207;Carmo;2023;2;2023m02;Interior;0;0;0
3301306;Casimiro de Abreu;2023;2;2023m02;Interior;1;1;1
3301405;Conceição de Macabu;2023;2;2023m02;Interior;0;0;0
3301504;Cordeiro;2023;2;2023m02;Interior;0;0;0
3301603;Duas Barras;2023;2;2023m02;Interior;0;0;0
3301702;Duque de Caxias;2023;2;2023m02;Baixada Fluminense;189;107;108
3301801;Engenheiro Paulo de Frontin;2023;2;2023m02;Interior;0;1;2
3301850;Guapimirim;2023;2;2023m02;Baixada Fluminense;3;7;6
3301876;Iguaba Grande;2023;2;2023m02;Interior;3;3;1
3301900;Itaboraí;2023;2;2023m02;Interior;21;11;4
3302007;Itaguaí;2023;2;2023m02;Baixada Fluminense;2;10;12
3302056;Italva;2023;2;2023m02;Interior;0;0;0
3302106;Itaocara;2023;2;2023m02;Interior;0;1;1
3302205;Itaperuna;2023;2;2023m02;Interior;0;1;1
3302254;Itatiaia;2023;2;2023m02;Interior;0;1;0
3302270;Japeri;2023;2;2023m02;Baixada Fluminense;3;3;10
3302304;Laje do Muriaé;2023;2;2023m02;Interior;0;0;0
3302403;Macaé;2023;2;2023m02;Interior;9;13;4
3302452;Macuco;2023;2;2023m02;Interior;0;0;0
3302502;Magé;2023;2;2023m02;Baixada Fluminense;3;23;5
3302601;Mangaratiba;2023;2;2023m02;Interior;1;10;0
3302700;Maricá;2023;2;2023m02;Grande Niterói;5;21;4
3302809;Mendes;2023;2;2023m02;Interior;0;0;0
3302858;Mesquita;2023;2;2023m02;Baixada Fluminense;16;14;7
3302908;Miguel Pereira;2023;2;2023m02;Interior;0;0;0
3303005;Miracema;2023;2;2023m02;Interior;0;0;1
3303104;Natividade;2023;2;2023m02;Interior;0;0;0
3303203;Nilópolis;2023;2;2023m02;Baixada Fluminense;6;8;4
3303302;Niterói;2023;2;2023m02;Grande Niterói;7;57;10
3303401;Nova Friburgo;2023;2;2023m02;Interior;0;6;5
3303500;Nova Iguaçu;2023;2;2023m02;Baixada Fluminense;108;84;40
3303609;Paracambi;2023;2;2023m02;Baixada Fluminense;1;1;1
3303708;Paraíba do Sul;2023;2;2023m02;Interior;0;1;1
3303807;Paraty;2023;2;2023m02;Interior;0;4;0
3303856;Paty do Alferes;2023;2;2023m02;Interior;0;1;0
3303906;Petrópolis;2023;2;2023m02;Interior;1;5;8
3303955;Pinheiral;2023;2;2023m02;Interior;1;2;0
3304003;Piraí;2023;2;2023m02;Interior;2;2;4
3304102;Porciúncula;2023;2;2023m02;Interior;0;1;0
3304110;Porto Real;2023;2;2023m02;Interior;0;1;0
3304128;Quatis;2023;2;2023m02;Interior;0;0;0
3304144;Queimados;2023;2;2023m02;Baixada Fluminense;6;16;8
3304151;Quissamã;2023;2;2023m02;Interior;1;1;0
3304201;Resende;2023;2;2023m02;Interior;1;3;5
3304300;Rio Bonito;2023;2;2023m02;Interior;1;4;1
3304409;Rio Claro;2023;2;2023m02;Interior;0;0;1
3304508;Rio das Flores;2023;2;2023m02;Interior;0;0;0
3304524;Rio das Ostras;2023;2;2023m02;Interior;8;19;4
3304557;Rio de Janeiro;2023;2;2023m02;Capital;916;562;598
3304607;Santa Maria Madalena;2023;2;2023m02;Interior;0;0;0
3304706;Santo Antônio de Pádua;2023;2;2023m02;Interior;0;1;0
3304755;São Francisco de Itabapoana;2023;2;2023m02;Interior;1;2;1
3304805;São Fidélis;2023;2;2023m02;Interior;0;0;0
3304904;São Gonçalo;2023;2;2023m02;Grande Niterói;85;77;48
3305000;São João da Barra;2023;2;2023m02;Interior;2;11;4
3305109;São João de Meriti;2023;2;2023m02;Baixada Fluminense;64;46;23
3305133;São José de Ubá;2023;2;2023m02;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2023;2;2023m02;Interior;0;1;0
3305208;São Pedro da Aldeia;2023;2;2023m02;Interior;2;10;2
3305307;São Sebastião do Alto;2023;2;2023m02;Interior;0;0;0
3305406;Sapucaia;2023;2;2023m02;Interior;0;0;1
3305505;Saquarema;2023;2;2023m02;Interior;2;14;2
3305554;Seropédica;2023;2;2023m02;Baixada Fluminense;2;2;3
3305604;Silva Jardim;2023;2;2023m02;Interior;0;1;1
3305703;Sumidouro;2023;2;2023m02;Interior;1;0;0
3305752;Tanguá;2023;2;2023m02;Interior;0;2;1
3305802;Teresópolis;2023;2;2023m02;Interior;0;5;4
3305901;Trajano de Moraes;2023;2;2023m02;Interior;0;0;0
3306008;Três Rios;2023;2;2023m02;Interior;1;3;1
3306107;Valença;2023;2;2023m02;Interior;0;1;2
3306156;Varre-Sai;2023;2;2023m02;Interior;0;0;0
3306206;Vassouras;2023;2;2023m02;Interior;0;0;0
3306305;Volta Redonda;2023;2;2023m02;Interior;2;14;9
3300100;Angra dos Reis;2023;3;2023m03;Interior;2;5;1
3300159;Aperibé;2023;3;2023m03;Interior;0;1;0
3300209;Araruama;2023;3;2023m03;Interior;3;11;3
3300225;Areal;2023;3;2023m03;Interior;0;0;0
3300233;Armação dos Búzios;2023;3;2023m03;Interior;0;5;2
3300258;Arraial do Cabo;2023;3;2023m03;Interior;0;5;1
3300308;Barra do Piraí;2023;3;2023m03;Interior;1;1;0
3300407;Barra Mansa;2023;3;2023m03;Interior;3;2;6
3300456;Belford Roxo;2023;3;2023m03;Baixada Fluminense;97;52;47
3300506;Bom Jardim;2023;3;2023m03;Interior;0;1;0
3300605;Bom Jesus do Itabapoana;2023;3;2023m03;Interior;0;1;0
3300704;Cabo Frio;2023;3;2023m03;Interior;4;13;6
3300803;Cachoeiras de Macacu;2023;3;2023m03;Interior;0;1;1
3300902;Cambuci;2023;3;2023m03;Interior;0;0;0
3300936;Carapebus;2023;3;2023m03;Interior;0;0;0
3300951;Comendador Levy Gasparian;2023;3;2023m03;Interior;0;0;0
3301009;Campos dos Goytacazes;2023;3;2023m03;Interior;8;20;19
3301108;Cantagalo;2023;3;2023m03;Interior;0;0;0
3301157;Cardoso Moreira;2023;3;2023m03;Interior;0;0;0
3301207;Carmo;2023;3;2023m03;Interior;0;0;0
3301306;Casimiro de Abreu;2023;3;2023m03;Interior;1;5;2
3301405;Conceição de Macabu;2023;3;2023m03;Interior;1;0;1
3301504;Cordeiro;2023;3;2023m03;Interior;0;0;4
3301603;Duas Barras;2023;3;2023m03;Interior;0;0;0
3301702;Duque de Caxias;2023;3;2023m03;Baixada Fluminense;312;114;202
3301801;Engenheiro Paulo de Frontin;2023;3;2023m03;Interior;0;0;0
3301850;Guapimirim;2023;3;2023m03;Baixada Fluminense;3;7;8
3301876;Iguaba Grande;2023;3;2023m03;Interior;0;4;0
3301900;Itaboraí;2023;3;2023m03;Interior;27;17;22
3302007;Itaguaí;2023;3;2023m03;Baixada Fluminense;4;8;9
3302056;Italva;2023;3;2023m03;Interior;0;0;0
3302106;Itaocara;2023;3;2023m03;Interior;0;1;2
3302205;Itaperuna;2023;3;2023m03;Interior;0;1;1
3302254;Itatiaia;2023;3;2023m03;Interior;1;1;1
3302270;Japeri;2023;3;2023m03;Baixada Fluminense;4;8;4
3302304;Laje do Muriaé;2023;3;2023m03;Interior;0;0;0
3302403;Macaé;2023;3;2023m03;Interior;13;11;13
3302452;Macuco;2023;3;2023m03;Interior;0;0;0
3302502;Magé;2023;3;2023m03;Baixada Fluminense;14;27;7
3302601;Mangaratiba;2023;3;2023m03;Interior;0;10;1
3302700;Maricá;2023;3;2023m03;Grande Niterói;4;22;6
3302809;Mendes;2023;3;2023m03;Interior;0;0;0
3302858;Mesquita;2023;3;2023m03;Baixada Fluminense;32;19;11
3302908;Miguel Pereira;2023;3;2023m03;Interior;0;1;0
3303005;Miracema;2023;3;2023m03;Interior;0;0;0
3303104;Natividade;2023;3;2023m03;Interior;0;0;0
3303203;Nilópolis;2023;3;2023m03;Baixada Fluminense;11;12;6
3303302;Niterói;2023;3;2023m03;Grande Niterói;15;63;12
3303401;Nova Friburgo;2023;3;2023m03;Interior;0;8;8
3303500;Nova Iguaçu;2023;3;2023m03;Baixada Fluminense;150;103;54
3303609;Paracambi;2023;3;2023m03;Baixada Fluminense;0;1;1
3303708;Paraíba do Sul;2023;3;2023m03;Interior;0;1;1
3303807;Paraty;2023;3;2023m03;Interior;1;3;1
3303856;Paty do Alferes;2023;3;2023m03;Interior;0;0;0
3303906;Petrópolis;2023;3;2023m03;Interior;0;8;9
3303955;Pinheiral;2023;3;2023m03;Interior;0;0;0
3304003;Piraí;2023;3;2023m03;Interior;1;2;2
