fmun_cod;fmun;ano;mes;mes_ano;regiao;roubo_veiculo;furto_veiculos;recuperacao_veiculos
3302452;Macuco;2016;3;2016m03;Interior;0;0;0
3302502;Magé;2016;3;2016m03;Baixada Fluminense;26;34;14
3302601;Mangaratiba;2016;3;2016m03;Interior;6;15;3
3302700;Maricá;2016;3;2016m03;Grande Niterói;18;13;5
3302809;Mendes;2016;3;2016m03;Interior;0;1;0
3302858;Mesquita;2016;3;2016m03;Baixada Fluminense;66;23;41
3302908;Miguel Pereira;2016;3;2016m03;Interior;0;5;1
3303005;Miracema;2016;3;2016m03;Interior;0;0;0
3303104;Natividade;2016;3;2016m03;Interior;0;1;0
3303203;Nilópolis;2016;3;2016m03;Baixada Fluminense;100;29;30
3303302;Niterói;2016;3;2016m03;Grande Niterói;129;70;97
3303401;Nova Friburgo;2016;3;2016m03;Interior;1;10;11
3303500;Nova Iguaçu;2016;3;2016m03;Baixada Fluminense;250;65;105
3303609;Paracambi;2016;3;2016m03;Baixada Fluminense;1;1;1
3303708;Paraíba do Sul;2016;3;2016m03;Interior;0;1;1
3303807;Paraty;2016;3;2016m03;Interior;0;2;2
3303856;Paty do Alferes;2016;3;2016m03;Interior;0;0;0
3303906;Petrópolis;2016;3;2016m03;Interior;4;37;15
3303955;Pinheiral;2016;3;2016m03;Interior;0;2;2
3304003;Piraí;2016;3;2016m03;Interior;0;0;2
3304102;Porciúncula;2016;3;2016m03;Interior;0;0;0
3304110;Porto Real;2016;3;2016m03;Interior;0;3;2
3304128;Quatis;2016;3;2016m03;Interior;0;0;0
3304144;Queimados;2016;3;2016m03;Baixada Fluminense;24;10;15
3304151;Quissamã;2016;3;2016m03;Interior;2;1;5
3304201;Resende;2016;3;2016m03;Interior;3;9;2
3304300;Rio Bonito;2016;3;2016m03;Interior;7;9;6
3304409;Rio Claro;2016;3;2016m03;Interior;0;2;3
3304508;Rio das Flores;2016;3;2016m03;Interior;0;0;0
3304524;Rio das Ostras;2016;3;2016m03;Interior;22;15;12
3304557;Rio de Janeiro;2016;3;2016m03;Capital;1638;595;1292
3304607;Santa Maria Madalena;2016;3;2016m03;Interior;0;0;0
3304706;Santo Antônio de Pádua;2016;3;2016m03;Interior;2;4;0
3304755;São Francisco de Itabapoana;2016;3;2016m03;Interior;1;2;4
3304805;São Fidélis;2016;3;2016m03;Interior;1;4;3
3304904;São Gonçalo;2016;3;2016m03;Grande Niterói;376;84;227
3305000;São João da Barra;2016;3;2016m03;Interior;3;2;2
3305109;São João de Meriti;2016;3;2016m03;Baixada Fluminense;216;41;106
3305133;São José de Ubá;2016;3;2016m03;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2016;3;2016m03;Interior;1;0;0
3305208;São Pedro da Aldeia;2016;3;2016m03;Interior;6;4;3
3305307;São Sebastião do Alto;2016;3;2016m03;Interior;0;1;0
3305406;Sapucaia;2016;3;2016m03;Interior;0;1;1
3305505;Saquarema;2016;3;2016m03;Interior;4;6;6
3305554;Seropédica;2016;3;2016m03;Baixada Fluminense;12;8;7
3305604;Silva Jardim;2016;3;2016m03;Interior;2;3;2
3305703;Sumidouro;2016;3;2016m03;Interior;0;1;0
3305752;Tanguá;2016;3;2016m03;Interior;7;5;5
3305802;Teresópolis;2016;3;2016m03;Interior;2;20;13
3305901;Trajano de Moraes;2016;3;2016m03;Interior;0;0;0
3306008;Três Rios;2016;3;2016m03;Interior;1;3;3
3306107;Valença;2016;3;2016m03;Interior;1;2;0
3306156;Varre-Sai;2016;3;2016m03;Interior;0;0;0
3306206;Vassouras;2016;3;2016m03;Interior;2;2;1
3306305;Volta Redonda;2016;3;2016m03;Interior;2;16;10
3300100;Angra dos Reis;2016;4;2016m04;Interior;9;3;9
3300159;Aperibé;2016;4;2016m04;Interior;0;0;0
3300209;Araruama;2016;4;2016m04;Interior;12;18;14
3300225;Areal;2016;4;2016m04;Interior;0;0;0
3300233;Armação dos Búzios;2016;4;2016m04;Interior;2;2;2
3300258;Arraial do Cabo;2016;4;2016m04;Interior;0;7;1
3300308;Barra do Piraí;2016;4;2016m04;Interior;1;1;1
3300407;Barra Mansa;2016;4;2016m04;Interior;3;9;8
3300456;Belford Roxo;2016;4;2016m04;Baixada Fluminense;88;26;57
3300506;Bom Jardim;2016;4;2016m04;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2016;4;2016m04;Interior;0;1;2
3300704;Cabo Frio;2016;4;2016m04;Interior;5;14;15
3300803;Cachoeiras de Macacu;2016;4;2016m04;Interior;4;3;1
3300902;Cambuci;2016;4;2016m04;Interior;0;0;0
3300936;Carapebus;2016;4;2016m04;Interior;0;0;0
3300951;Comendador Levy Gasparian;2016;4;2016m04;Interior;0;0;0
3301009;Campos dos Goytacazes;2016;4;2016m04;Interior;18;21;26
3301108;Cantagalo;2016;4;2016m04;Interior;0;1;2
3301157;Cardoso Moreira;2016;4;2016m04;Interior;0;1;0
3301207;Carmo;2016;4;2016m04;Interior;0;0;0
3301306;Casimiro de Abreu;2016;4;2016m04;Interior;1;3;4
3301405;Conceição de Macabu;2016;4;2016m04;Interior;1;1;2
3301504;Cordeiro;2016;4;2016m04;Interior;1;3;0
3301603;Duas Barras;2016;4;2016m04;Interior;0;1;0
3301702;Duque de Caxias;2016;4;2016m04;Baixada Fluminense;251;73;186
3301801;Engenheiro Paulo de Frontin;2016;4;2016m04;Interior;0;2;1
3301850;Guapimirim;2016;4;2016m04;Baixada Fluminense;9;4;4
3301876;Iguaba Grande;2016;4;2016m04;Interior;1;4;1
3301900;Itaboraí;2016;4;2016m04;Interior;41;25;36
3302007;Itaguaí;2016;4;2016m04;Baixada Fluminense;33;17;34
3302056;Italva;2016;4;2016m04;Interior;0;0;0
3302106;Itaocara;2016;4;2016m04;Interior;0;1;3
3302205;Itaperuna;2016;4;2016m04;Interior;0;5;0
3302254;Itatiaia;2016;4;2016m04;Interior;3;3;4
3302270;Japeri;2016;4;2016m04;Baixada Fluminense;11;3;12
3302304;Laje do Muriaé;2016;4;2016m04;Interior;0;0;0
3302403;Macaé;2016;4;2016m04;Interior;20;13;24
3302452;Macuco;2016;4;2016m04;Interior;0;0;0
3302502;Magé;2016;4;2016m04;Baixada Fluminense;42;27;13
3302601;Mangaratiba;2016;4;2016m04;Interior;4;18;5
3302700;Maricá;2016;4;2016m04;Grande Niterói;11;24;10
3302809;Mendes;2016;4;2016m04;Interior;0;0;0
3302858;Mesquita;2016;4;2016m04;Baixada Fluminense;48;23;42
3302908;Miguel Pereira;2016;4;2016m04;Interior;0;2;0
3303005;Miracema;2016;4;2016m04;Interior;0;1;2
3303104;Natividade;2016;4;2016m04;Interior;0;1;1
3303203;Nilópolis;2016;4;2016m04;Baixada Fluminense;85;13;33
3303302;Niterói;2016;4;2016m04;Grande Niterói;114;85;115
3303401;Nova Friburgo;2016;4;2016m04;Interior;1;5;7
3303500;Nova Iguaçu;2016;4;2016m04;Baixada Fluminense;278;68;104
3303609;Paracambi;2016;4;2016m04;Baixada Fluminense;5;1;0
3303708;Paraíba do Sul;2016;4;2016m04;Interior;0;1;0
3303807;Paraty;2016;4;2016m04;Interior;0;2;2
3303856;Paty do Alferes;2016;4;2016m04;Interior;0;0;0
3303906;Petrópolis;2016;4;2016m04;Interior;0;25;10
3303955;Pinheiral;2016;4;2016m04;Interior;0;0;3
3304003;Piraí;2016;4;2016m04;Interior;0;1;0
3304102;Porciúncula;2016;4;2016m04;Interior;0;0;0
3304110;Porto Real;2016;4;2016m04;Interior;1;2;2
3304128;Quatis;2016;4;2016m04;Interior;0;0;0
3304144;Queimados;2016;4;2016m04;Baixada Fluminense;27;10;7
3304151;Quissamã;2016;4;2016m04;Interior;1;1;1
3304201;Resende;2016;4;2016m04;Interior;1;4;6
3304300;Rio Bonito;2016;4;2016m04;Interior;5;8;8
3304409;Rio Claro;2016;4;2016m04;Interior;1;1;0
3304508;Rio das Flores;2016;4;2016m04;Interior;0;0;0
3304524;Rio das Ostras;2016;4;2016m04;Interior;11;19;13
3304557;Rio de Janeiro;2016;4;2016m04;Capital;1538;577;1162
3304607;Santa Maria Madalena;2016;4;2016m04;Interior;0;0;0
3304706;Santo Antônio de Pádua;2016;4;2016m04;Interior;0;8;1
3304755;São Francisco de Itabapoana;2016;4;2016m04;Interior;1;3;1
3304805;São Fidélis;2016;4;2016m04;Interior;0;0;0
3304904;São Gonçalo;2016;4;2016m04;Grande Niterói;353;114;234
3305000;São João da Barra;2016;4;2016m04;Interior;0;5;2
3305109;São João de Meriti;2016;4;2016m04;Baixada Fluminense;188;45;116
3305133;São José de Ubá;2016;4;2016m04;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2016;4;2016m04;Interior;0;1;0
3305208;São Pedro da Aldeia;2016;4;2016m04;Interior;4;5;3
3305307;São Sebastião do Alto;2016;4;2016m04;Interior;1;0;1
3305406;Sapucaia;2016;4;2016m04;Interior;2;0;0
3305505;Saquarema;2016;4;2016m04;Interior;2;7;5
3305554;Seropédica;2016;4;2016m04;Baixada Fluminense;10;9;6
3305604;Silva Jardim;2016;4;2016m04;Interior;1;3;1
3305703;Sumidouro;2016;4;2016m04;Interior;0;0;1
3305752;Tanguá;2016;4;2016m04;Interior;1;1;6
3305802;Teresópolis;2016;4;2016m04;Interior;1;17;7
3305901;Trajano de Moraes;2016;4;2016m04;Interior;0;1;0
3306008;Três Rios;2016;4;2016m04;Interior;0;11;7
3306107;Valença;2016;4;2016m04;Interior;1;2;1
3306156;Varre-Sai;2016;4;2016m04;Interior;0;0;0
3306206;Vassouras;2016;4;2016m04;Interior;0;1;1
3306305;Volta Redonda;2016;4;2016m04;Interior;7;21;4
3300100;Angra dos Reis;2016;5;2016m05;Interior;19;7;9
3300159;Aperibé;2016;5;2016m05;Interior;0;0;0
3300209;Araruama;2016;5;2016m05;Interior;3;22;13
3300225;Areal;2016;5;2016m05;Interior;0;0;0
3300233;Armação dos Búzios;2016;5;2016m05;Interior;0;4;3
3300258;Arraial do Cabo;2016;5;2016m05;Interior;0;0;0
3300308;Barra do Piraí;2016;5;2016m05;Interior;0;2;4
3300407;Barra Mansa;2016;5;2016m05;Interior;1;11;8
3300456;Belford Roxo;2016;5;2016m05;Baixada Fluminense;71;28;96
3300506;Bom Jardim;2016;5;2016m05;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2016;5;2016m05;Interior;0;2;3
3300704;Cabo Frio;2016;5;2016m05;Interior;9;26;16
3300803;Cachoeiras de Macacu;2016;5;2016m05;Interior;0;0;1
3300902;Cambuci;2016;5;2016m05;Interior;0;0;0
3300936;Carapebus;2016;5;2016m05;Interior;0;0;0
3300951;Comendador Levy Gasparian;2016;5;2016m05;Interior;0;0;0
3301009;Campos dos Goytacazes;2016;5;2016m05;Interior;16;27;25
3301108;Cantagalo;2016;5;2016m05;Interior;0;2;2
3301157;Cardoso Moreira;2016;5;2016m05;Interior;0;0;0
3301207;Carmo;2016;5;2016m05;Interior;0;1;0
3301306;Casimiro de Abreu;2016;5;2016m05;Interior;2;3;2
3301405;Conceição de Macabu;2016;5;2016m05;Interior;0;2;0
3301504;Cordeiro;2016;5;2016m05;Interior;0;0;2
3301603;Duas Barras;2016;5;2016m05;Interior;0;0;0
3301702;Duque de Caxias;2016;5;2016m05;Baixada Fluminense;240;89;184
3301801;Engenheiro Paulo de Frontin;2016;5;2016m05;Interior;0;1;0
3301850;Guapimirim;2016;5;2016m05;Baixada Fluminense;9;3;6
3301876;Iguaba Grande;2016;5;2016m05;Interior;3;4;3
3301900;Itaboraí;2016;5;2016m05;Interior;22;21;35
3302007;Itaguaí;2016;5;2016m05;Baixada Fluminense;19;20;31
3302056;Italva;2016;5;2016m05;Interior;0;0;0
3302106;Itaocara;2016;5;2016m05;Interior;0;3;2
3302205;Itaperuna;2016;5;2016m05;Interior;0;3;3
3302254;Itatiaia;2016;5;2016m05;Interior;0;0;4
3302270;Japeri;2016;5;2016m05;Baixada Fluminense;1;7;8
3302304;Laje do Muriaé;2016;5;2016m05;Interior;0;1;0
3302403;Macaé;2016;5;2016m05;Interior;17;12;10
3302452;Macuco;2016;5;2016m05;Interior;0;0;0
3302502;Magé;2016;5;2016m05;Baixada Fluminense;33;25;31
3302601;Mangaratiba;2016;5;2016m05;Interior;6;11;0
3302700;Maricá;2016;5;2016m05;Grande Niterói;16;31;17
3302809;Mendes;2016;5;2016m05;Interior;0;0;0
3302858;Mesquita;2016;5;2016m05;Baixada Fluminense;59;30;43
3302908;Miguel Pereira;2016;5;2016m05;Interior;0;5;1
3303005;Miracema;2016;5;2016m05;Interior;0;0;0
3303104;Natividade;2016;5;2016m05;Interior;0;3;1
3303203;Nilópolis;2016;5;2016m05;Baixada Fluminense;79;23;26
3303302;Niterói;2016;5;2016m05;Grande Niterói;128;75;104
3303401;Nova Friburgo;2016;5;2016m05;Interior;0;7;2
3303500;Nova Iguaçu;2016;5;2016m05;Baixada Fluminense;240;105;107
3303609;Paracambi;2016;5;2016m05;Baixada Fluminense;3;2;1
3303708;Paraíba do Sul;2016;5;2016m05;Interior;0;1;1
3303807;Paraty;2016;5;2016m05;Interior;0;2;3
3303856;Paty do Alferes;2016;5;2016m05;Interior;0;0;0
3303906;Petrópolis;2016;5;2016m05;Interior;2;19;11
3303955;Pinheiral;2016;5;2016m05;Interior;1;0;0
3304003;Piraí;2016;5;2016m05;Interior;2;0;3
3304102;Porciúncula;2016;5;2016m05;Interior;0;0;2
3304110;Porto Real;2016;5;2016m05;Interior;0;5;2
3304128;Quatis;2016;5;2016m05;Interior;0;0;0
3304144;Queimados;2016;5;2016m05;Baixada Fluminense;29;3;7
3304151;Quissamã;2016;5;2016m05;Interior;1;0;0
3304201;Resende;2016;5;2016m05;Interior;2;5;2
3304300;Rio Bonito;2016;5;2016m05;Interior;2;11;4
3304409;Rio Claro;2016;5;2016m05;Interior;0;1;0
3304508;Rio das Flores;2016;5;2016m05;Interior;0;0;0
3304524;Rio das Ostras;2016;5;2016m05;Interior;13;13;11
3304557;Rio de Janeiro;2016;5;2016m05;Capital;1598;616;1177
3304607;Santa Maria Madalena;2016;5;2016m05;Interior;1;1;0
3304706;Santo Antônio de Pádua;2016;5;2016m05;Interior;0;5;2
3304755;São Francisco de Itabapoana;2016;5;2016m05;Interior;0;4;1
3304805;São Fidélis;2016;5;2016m05;Interior;1;1;0
3304904;São Gonçalo;2016;5;2016m05;Grande Niterói;367;141;218
3305000;São João da Barra;2016;5;2016m05;Interior;1;3;2
3305109;São João de Meriti;2016;5;2016m05;Baixada Fluminense;207;38;123
3305133;São José de Ubá;2016;5;2016m05;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2016;5;2016m05;Interior;0;0;0
3305208;São Pedro da Aldeia;2016;5;2016m05;Interior;5;9;4
3305307;São Sebastião do Alto;2016;5;2016m05;Interior;0;1;0
3305406;Sapucaia;2016;5;2016m05;Interior;0;0;3
3305505;Saquarema;2016;5;2016m05;Interior;4;8;10
3305554;Seropédica;2016;5;2016m05;Baixada Fluminense;8;6;15
3305604;Silva Jardim;2016;5;2016m05;Interior;3;0;2
3305703;Sumidouro;2016;5;2016m05;Interior;0;0;0
3305752;Tanguá;2016;5;2016m05;Interior;5;2;1
3305802;Teresópolis;2016;5;2016m05;Interior;1;7;1
3305901;Trajano de Moraes;2016;5;2016m05;Interior;0;0;1
3306008;Três Rios;2016;5;2016m05;Interior;2;1;1
3306107;Valença;2016;5;2016m05;Interior;1;1;1
3306156;Varre-Sai;2016;5;2016m05;Interior;0;0;0
3306206;Vassouras;2016;5;2016m05;Interior;2;4;1
3306305;Volta Redonda;2016;5;2016m05;Interior;4;15;5
3300100;Angra dos Reis;2016;6;2016m06;Interior;7;15;21
3300159;Aperibé;2016;6;2016m06;Interior;0;0;0
3300209;Araruama;2016;6;2016m06;Interior;6;5;2
3300225;Areal;2016;6;2016m06;Interior;0;0;0
3300233;Armação dos Búzios;2016;6;2016m06;Interior;2;7;4
3300258;Arraial do Cabo;2016;6;2016m06;Interior;0;0;0
3300308;Barra do Piraí;2016;6;2016m06;Interior;1;1;3
3300407;Barra Mansa;2016;6;2016m06;Interior;0;18;7
3300456;Belford Roxo;2016;6;2016m06;Baixada Fluminense;81;32;79
3300506;Bom Jardim;2016;6;2016m06;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2016;6;2016m06;Interior;0;0;1
3300704;Cabo Frio;2016;6;2016m06;Interior;10;14;13
3300803;Cachoeiras de Macacu;2016;6;2016m06;Interior;2;3;0
3300902;Cambuci;2016;6;2016m06;Interior;0;0;0
3300936;Carapebus;2016;6;2016m06;Interior;0;0;0
3300951;Comendador Levy Gasparian;2016;6;2016m06;Interior;0;0;0
3301009;Campos dos Goytacazes;2016;6;2016m06;Interior;17;27;27
3301108;Cantagalo;2016;6;2016m06;Interior;0;0;0
3301157;Cardoso Moreira;2016;6;2016m06;Interior;0;2;0
3301207;Carmo;2016;6;2016m06;Interior;0;0;0
3301306;Casimiro de Abreu;2016;6;2016m06;Interior;3;1;1
3301405;Conceição de Macabu;2016;6;2016m06;Interior;1;0;0
3301504;Cordeiro;2016;6;2016m06;Interior;0;2;3
3301603;Duas Barras;2016;6;2016m06;Interior;1;0;1
3301702;Duque de Caxias;2016;6;2016m06;Baixada Fluminense;250;73;207
3301801;Engenheiro Paulo de Frontin;2016;6;2016m06;Interior;0;0;0
3301850;Guapimirim;2016;6;2016m06;Baixada Fluminense;5;8;8
3301876;Iguaba Grande;2016;6;2016m06;Interior;1;2;2
3301900;Itaboraí;2016;6;2016m06;Interior;46;20;35
3302007;Itaguaí;2016;6;2016m06;Baixada Fluminense;26;22;34
3302056;Italva;2016;6;2016m06;Interior;0;0;0
3302106;Itaocara;2016;6;2016m06;Interior;0;1;1
3302205;Itaperuna;2016;6;2016m06;Interior;0;2;3
3302254;Itatiaia;2016;6;2016m06;Interior;0;1;0
3302270;Japeri;2016;6;2016m06;Baixada Fluminense;9;9;9
3302304;Laje do Muriaé;2016;6;2016m06;Interior;0;0;0
3302403;Macaé;2016;6;2016m06;Interior;17;11;20
3302452;Macuco;2016;6;2016m06;Interior;0;0;0
3302502;Magé;2016;6;2016m06;Baixada Fluminense;31;27;15
3302601;Mangaratiba;2016;6;2016m06;Interior;5;6;1
3302700;Maricá;2016;6;2016m06;Grande Niterói;24;27;17
3302809;Mendes;2016;6;2016m06;Interior;0;2;0
3302858;Mesquita;2016;6;2016m06;Baixada Fluminense;59;36;31
3302908;Miguel Pereira;2016;6;2016m06;Interior;0;6;2
3303005;Miracema;2016;6;2016m06;Interior;0;2;1
3303104;Natividade;2016;6;2016m06;Interior;0;3;0
3303203;Nilópolis;2016;6;2016m06;Baixada Fluminense;109;21;31
3303302;Niterói;2016;6;2016m06;Grande Niterói;84;73;74
3303401;Nova Friburgo;2016;6;2016m06;Interior;0;10;6
3303500;Nova Iguaçu;2016;6;2016m06;Baixada Fluminense;234;75;103
3303609;Paracambi;2016;6;2016m06;Baixada Fluminense;4;2;2
3303708;Paraíba do Sul;2016;6;2016m06;Interior;1;0;1
3303807;Paraty;2016;6;2016m06;Interior;0;0;1
3303856;Paty do Alferes;2016;6;2016m06;Interior;0;0;0
3303906;Petrópolis;2016;6;2016m06;Interior;3;23;9
3303955;Pinheiral;2016;6;2016m06;Interior;0;1;1
3304003;Piraí;2016;6;2016m06;Interior;3;1;1
3304102;Porciúncula;2016;6;2016m06;Interior;0;0;1
3304110;Porto Real;2016;6;2016m06;Interior;0;0;0
3304128;Quatis;2016;6;2016m06;Interior;0;0;0
3304144;Queimados;2016;6;2016m06;Baixada Fluminense;20;6;17
3304151;Quissamã;2016;6;2016m06;Interior;0;0;1
3304201;Resende;2016;6;2016m06;Interior;3;3;1
3304300;Rio Bonito;2016;6;2016m06;Interior;7;10;3
3304409;Rio Claro;2016;6;2016m06;Interior;0;1;1
3304508;Rio das Flores;2016;6;2016m06;Interior;0;0;0
3304524;Rio das Ostras;2016;6;2016m06;Interior;8;14;13
3304557;Rio de Janeiro;2016;6;2016m06;Capital;1636;596;1150
3304607;Santa Maria Madalena;2016;6;2016m06;Interior;0;1;0
3304706;Santo Antônio de Pádua;2016;6;2016m06;Interior;0;3;0
3304755;São Francisco de Itabapoana;2016;6;2016m06;Interior;1;2;1
3304805;São Fidélis;2016;6;2016m06;Interior;0;1;0
3304904;São Gonçalo;2016;6;2016m06;Grande Niterói;339;132;237
3305000;São João da Barra;2016;6;2016m06;Interior;0;2;0
3305109;São João de Meriti;2016;6;2016m06;Baixada Fluminense;225;37;150
3305133;São José de Ubá;2016;6;2016m06;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2016;6;2016m06;Interior;0;0;0
3305208;São Pedro da Aldeia;2016;6;2016m06;Interior;2;2;3
3305307;São Sebastião do Alto;2016;6;2016m06;Interior;0;0;0
3305406;Sapucaia;2016;6;2016m06;Interior;1;1;1
3305505;Saquarema;2016;6;2016m06;Interior;3;8;7
3305554;Seropédica;2016;6;2016m06;Baixada Fluminense;12;2;9
3305604;Silva Jardim;2016;6;2016m06;Interior;1;0;0
3305703;Sumidouro;2016;6;2016m06;Interior;1;2;0
3305752;Tanguá;2016;6;2016m06;Interior;4;0;4
3305802;Teresópolis;2016;6;2016m06;Interior;1;10;2
3305901;Trajano de Moraes;2016;6;2016m06;Interior;0;0;1
3306008;Três Rios;2016;6;2016m06;Interior;0;0;0
3306107;Valença;2016;6;2016m06;Interior;0;2;0
3306156;Varre-Sai;2016;6;2016m06;Interior;0;0;0
3306206;Vassouras;2016;6;2016m06;Interior;1;1;1
3306305;Volta Redonda;2016;6;2016m06;Interior;3;27;13
3300100;Angra dos Reis;2016;7;2016m07;Interior;6;16;6
3300159;Aperibé;2016;7;2016m07;Interior;0;0;0
3300209;Araruama;2016;7;2016m07;Interior;4;13;8
3300225;Areal;2016;7;2016m07;Interior;0;0;0
3300233;Armação dos Búzios;2016;7;2016m07;Interior;1;2;0
3300258;Arraial do Cabo;2016;7;2016m07;Interior;0;5;2
3300308;Barra do Piraí;2016;7;2016m07;Interior;0;6;4
3300407;Barra Mansa;2016;7;2016m07;Interior;1;11;6
3300456;Belford Roxo;2016;7;2016m07;Baixada Fluminense;88;9;76
3300506;Bom Jardim;2016;7;2016m07;Interior;0;0;1
3300605;Bom Jesus do Itabapoana;2016;7;2016m07;Interior;0;1;0
3300704;Cabo Frio;2016;7;2016m07;Interior;7;9;8
3300803;Cachoeiras de Macacu;2016;7;2016m07;Interior;1;0;2
3300902;Cambuci;2016;7;2016m07;Interior;0;0;0
3300936;Carapebus;2016;7;2016m07;Interior;0;0;0
3300951;Comendador Levy Gasparian;2016;7;2016m07;Interior;0;0;0
3301009;Campos dos Goytacazes;2016;7;2016m07;Interior;19;36;25
3301108;Cantagalo;2016;7;2016m07;Interior;0;0;0
3301157;Cardoso Moreira;2016;7;2016m07;Interior;0;1;0
3301207;Carmo;2016;7;2016m07;Interior;0;0;0
3301306;Casimiro de Abreu;2016;7;2016m07;Interior;1;2;2
3301405;Conceição de Macabu;2016;7;2016m07;Interior;1;0;1
3301504;Cordeiro;2016;7;2016m07;Interior;0;0;0
3301603;Duas Barras;2016;7;2016m07;Interior;1;0;1
3301702;Duque de Caxias;2016;7;2016m07;Baixada Fluminense;236;71;196
3301801;Engenheiro Paulo de Frontin;2016;7;2016m07;Interior;0;1;0
3301850;Guapimirim;2016;7;2016m07;Baixada Fluminense;9;2;2
3301876;Iguaba Grande;2016;7;2016m07;Interior;0;1;2
3301900;Itaboraí;2016;7;2016m07;Interior;50;9;37
3302007;Itaguaí;2016;7;2016m07;Baixada Fluminense;24;15;27
3302056;Italva;2016;7;2016m07;Interior;0;0;0
3302106;Itaocara;2016;7;2016m07;Interior;0;3;4
3302205;Itaperuna;2016;7;2016m07;Interior;0;14;8
3302254;Itatiaia;2016;7;2016m07;Interior;0;0;2
3302270;Japeri;2016;7;2016m07;Baixada Fluminense;24;3;13
3302304;Laje do Muriaé;2016;7;2016m07;Interior;0;0;0
3302403;Macaé;2016;7;2016m07;Interior;31;10;16
3302452;Macuco;2016;7;2016m07;Interior;0;0;0
3302502;Magé;2016;7;2016m07;Baixada Fluminense;22;10;17
3302601;Mangaratiba;2016;7;2016m07;Interior;0;9;1
3302700;Maricá;2016;7;2016m07;Grande Niterói;13;13;9
3302809;Mendes;2016;7;2016m07;Interior;0;3;2
3302858;Mesquita;2016;7;2016m07;Baixada Fluminense;54;24;27
3302908;Miguel Pereira;2016;7;2016m07;Interior;0;4;1
3303005;Miracema;2016;7;2016m07;Interior;0;0;0
3303104;Natividade;2016;7;2016m07;Interior;0;1;1
3303203;Nilópolis;2016;7;2016m07;Baixada Fluminense;80;24;21
3303302;Niterói;2016;7;2016m07;Grande Niterói;112;61;78
3303401;Nova Friburgo;2016;7;2016m07;Interior;0;7;9
3303500;Nova Iguaçu;2016;7;2016m07;Baixada Fluminense;260;65;119
3303609;Paracambi;2016;7;2016m07;Baixada Fluminense;0;1;2
3303708;Paraíba do Sul;2016;7;2016m07;Interior;0;2;1
3303807;Paraty;2016;7;2016m07;Interior;0;3;2
3303856;Paty do Alferes;2016;7;2016m07;Interior;0;0;0
3303906;Petrópolis;2016;7;2016m07;Interior;0;14;8
3303955;Pinheiral;2016;7;2016m07;Interior;0;0;0
3304003;Piraí;2016;7;2016m07;Interior;1;1;4
3304102;Porciúncula;2016;7;2016m07;Interior;0;1;0
3304110;Porto Real;2016;7;2016m07;Interior;1;2;2
3304128;Quatis;2016;7;2016m07;Interior;0;0;0
3304144;Queimados;2016;7;2016m07;Baixada Fluminense;19;4;24
3304151;Quissamã;2016;7;2016m07;Interior;0;2;0
3304201;Resende;2016;7;2016m07;Interior;2;7;4
3304300;Rio Bonito;2016;7;2016m07;Interior;4;8;3
3304409;Rio Claro;2016;7;2016m07;Interior;0;1;0
3304508;Rio das Flores;2016;7;2016m07;Interior;0;0;1
3304524;Rio das Ostras;2016;7;2016m07;Interior;16;10;11
3304557;Rio de Janeiro;2016;7;2016m07;Capital;1438;565;1169
3304607;Santa Maria Madalena;2016;7;2016m07;Interior;1;0;0
3304706;Santo Antônio de Pádua;2016;7;2016m07;Interior;0;8;0
3304755;São Francisco de Itabapoana;2016;7;2016m07;Interior;0;0;0
3304805;São Fidélis;2016;7;2016m07;Interior;0;1;1
3304904;São Gonçalo;2016;7;2016m07;Grande Niterói;338;106;249
3305000;São João da Barra;2016;7;2016m07;Interior;1;0;3
3305109;São João de Meriti;2016;7;2016m07;Baixada Fluminense;210;41;115
3305133;São José de Ubá;2016;7;2016m07;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2016;7;2016m07;Interior;0;0;0
3305208;São Pedro da Aldeia;2016;7;2016m07;Interior;4;6;4
3305307;São Sebastião do Alto;2016;7;2016m07;Interior;1;0;0
3305406;Sapucaia;2016;7;2016m07;Interior;1;1;2
3305505;Saquarema;2016;7;2016m07;Interior;2;6;9
3305554;Seropédica;2016;7;2016m07;Baixada Fluminense;12;9;31
3305604;Silva Jardim;2016;7;2016m07;Interior;0;2;0
3305703;Sumidouro;2016;7;2016m07;Interior;0;1;0
3305752;Tanguá;2016;7;2016m07;Interior;4;2;1
3305802;Teresópolis;2016;7;2016m07;Interior;0;12;4
3305901;Trajano de Moraes;2016;7;2016m07;Interior;0;0;0
3306008;Três Rios;2016;7;2016m07;Interior;0;3;2
3306107;Valença;2016;7;2016m07;Interior;1;0;0
3306156;Varre-Sai;2016;7;2016m07;Interior;0;0;0
3306206;Vassouras;2016;7;2016m07;Interior;0;1;0
3306305;Volta Redonda;2016;7;2016m07;Interior;4;19;13
3300100;Angra dos Reis;2016;8;2016m08;Interior;2;10;9
3300159;Aperibé;2016;8;2016m08;Interior;0;0;0
3300209;Araruama;2016;8;2016m08;Interior;6;7;16
